id,pres1_jenjang,pres2_jenjang,pres3_jenjang,juara_pres1,juara_pres2,juara_pres3
21265,Internasional,Internasional,Kabupaten/Kota,Medali Emas,,
21266,Internasional,Propinsi,Internasional,,,
21270,,,,,,
21271,Nasional,Nasional,Nasional,Medali Perunggu,,
21274,,,,,,
21278,,,,,,
21279,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,
21280,Nasional,,,,,
21282,Nasional,,,Juara 3,,
21286,,,,,,
21289,Kabupaten/Kota,Nasional,Nasional,Juara 3,,
21291,,,,,,
21292,Nasional,Propinsi,Nasional,Juara 1,Juara 2,
21293,Propinsi,Kabupaten/Kota,Kabupaten/Kota,Juara 2,Juara 2,
21295,Kabupaten/Kota,Propinsi,Nasional,Juara 3,,
21297,Nasional,Nasional,,,,
21301,Nasional,Propinsi,Kabupaten/Kota,Juara 2,Juara 3,Juara 2
21302,Kabupaten/Kota,Kabupaten/Kota,,,,
21303,,,,,,
21304,,,,,,
21306,,,,,,
21308,,,,,,
21309,,,,,,
21310,,,,,,
21311,,,,,,
21312,Internasional,Nasional,Nasional,Medali Emas,Juara 3,
21313,,,,,,
21316,,,,,,
21318,,,,,,
21319,Nasional,Propinsi,,Juara 2,Juara 1,
21320,,,,,,
21322,,,,,,
21324,,,,,,
21325,Nasional,Nasional,Nasional,Juara 1,Juara 2,Juara 2
21327,Nasional,Nasional,Nasional,,,
21329,Propinsi,Nasional,Kabupaten/Kota,,,
21330,,,,,,
21332,,,,,,
21333,Nasional,Nasional,Nasional,Medali Perak,Medali Perunggu,
21334,,,,,,
21339,,,,,,
21340,,,,,,
21341,Internasional,,,,,
21346,Kabupaten/Kota,,,,,
21347,,,,,,
21348,,,,,,
21349,,,,,,
21350,Nasional,Kabupaten/Kota,,,Juara 2,
21351,Kabupaten/Kota,,,Juara 1,,
21352,,,,,,
21353,Nasional,Nasional,Nasional,Medali Perak,,
21354,Nasional,,,,,
21355,Nasional,Kabupaten/Kota,Kabupaten/Kota,,,Juara 3
21356,Nasional,Nasional,Propinsi,,Medali Emas,
21357,,,,,,
21359,,,,,,
21360,,,,,,
21361,,,,,,
21366,Nasional,Internasional,Nasional,,,
21367,Nasional,,,,,
21368,,,,,,
21369,Nasional,,,,,
21371,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
21372,Nasional,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 1,Juara 3
21375,Nasional,Propinsi,,,,
21377,Nasional,,,Medali Emas,,
21378,Kabupaten/Kota,Nasional,Nasional,Juara 2,,
21380,,,,,,
21381,Nasional,Nasional,,,Juara 3,
21384,Kabupaten/Kota,,,,,
21385,Nasional,Nasional,,Medali Perunggu,,
21386,,,,,,
21387,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,,Juara 1
21388,,,,,,
21389,,,,,,
21390,,,,,,
21391,Kabupaten/Kota,Kabupaten/Kota,Nasional,,,
21393,Kabupaten/Kota,Nasional,Internasional,,,
21395,,,,,,
21396,Nasional,Nasional,Nasional,Medali Perak,Medali Perak,Medali Perunggu
21398,,,,,,
21403,,,,,,
21405,Nasional,Nasional,Nasional,Medali Perak,,Medali Emas
21407,,,,,,
21412,,,,,,
21414,Nasional,Nasional,,Medali Emas,Medali Emas,
21415,,,,,,
21416,,,,,,
21417,,,,,,
21421,Kabupaten/Kota,Kabupaten/Kota,,,,
21422,Kabupaten/Kota,,,,,
21423,Nasional,Nasional,Nasional,Medali Perak,Medali Perunggu,
21424,Propinsi,,,,,
21425,,,,,,
21427,Propinsi,Nasional,Propinsi,,Juara 3,Medali Perunggu
21428,,,,,,
21429,,,,,,
21432,,,,,,
21433,Kabupaten/Kota,Nasional,Kabupaten/Kota,,,
21436,Nasional,,,Juara 3,,
21437,,,,,,
21438,Internasional,,,,,
21440,,,,,,
21442,Internasional,Nasional,Nasional,Medali Perunggu,Medali Emas,Medali Perunggu
21443,,,,,,
21444,Nasional,Nasional,Internasional,Medali Emas,Juara 2,Medali Perak
21447,,,,,,
21449,,,,,,
21450,,,,,,
21451,,,,,,
21452,Kabupaten/Kota,Internasional,,,,
21453,,,,,,
21454,,,,,,
21455,,,,,,
21456,,,,,,
21458,Kabupaten/Kota,Propinsi,,Juara 1,Juara 3,
21459,,,,,,
21460,Kabupaten/Kota,,,Juara 2,,
21461,,,,,,
21462,,,,,,
21465,,,,,,
21466,,,,,,
21467,Nasional,,,Medali Perak,,
21468,,,,,,
21469,,,,,,
21470,Nasional,Nasional,Internasional,,,
21471,Nasional,Nasional,Nasional,,,
21472,Nasional,Nasional,,,,
21473,,,,,,
21474,,,,,,
21475,,,,,,
21479,Kabupaten/Kota,Internasional,,,,
21480,,,,,,
21481,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 3,Juara 3,
21484,,,,,,
21487,Propinsi,,,Juara 2,,
21488,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,,
21490,Nasional,Nasional,,,Medali Perak,
21494,Internasional,Nasional,,Juara 2,,
21495,Kabupaten/Kota,Nasional,Nasional,Juara 2,,
21496,Propinsi,,,,,
21500,Propinsi,,,Juara 2,,
21501,,,,,,
21502,,,,,,
21503,,,,,,
21504,Kabupaten/Kota,Nasional,Nasional,Juara 1,Juara 2,Medali Emas
21505,Propinsi,Propinsi,Nasional,Juara 1,Juara 2,Juara 2
21506,Nasional,,,Juara 2,,
21507,Nasional,Nasional,,,,
21508,,,,,,
21510,Nasional,,,,,
21512,Nasional,Internasional,Nasional,Medali Emas,,
21515,Internasional,Internasional,Internasional,Juara 1,Juara 1,Juara 1
21517,Internasional,Internasional,Nasional,Medali Emas,Medali Emas,Medali Emas
21518,,,,,,
21520,,,,,,
21521,Nasional,Nasional,,,,
21522,,,,,,
21524,,,,,,
21527,,,,,,
21528,,,,,,
21530,Nasional,Nasional,,,,
21531,,,,,,
21532,,,,,,
21533,,,,,,
21534,,,,,,
21535,,,,,,
21537,,,,,,
21538,,,,,,
21539,,,,,,
21540,,,,,,
21543,Nasional,Kabupaten/Kota,Nasional,,,Juara 2
21544,,,,,,
21548,,,,,,
21550,,,,,,
21552,Nasional,Nasional,Nasional,,,
21553,,,,,,
21554,,,,,,
21556,Propinsi,Nasional,Nasional,Medali Perunggu,,
21557,Kabupaten/Kota,Nasional,Nasional,Juara 2,,
21558,,,,,,
21559,,,,,,
21562,Propinsi,Propinsi,Propinsi,Juara 2,Juara 2,Juara 2
21565,,,,,,
21566,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,,Juara 2
21569,,,,,,
21570,,,,,,
21571,Nasional,,,,,
21573,,,,,,
21575,,,,,,
21577,,,,,,
21578,,,,,,
21579,Nasional,,,,,
21580,Kabupaten/Kota,Nasional,Nasional,Juara 3,,
21584,,,,,,
21588,Nasional,,,,,
21589,Nasional,Nasional,,Medali Perak,Juara 3,
21590,,,,,,
21592,Kabupaten/Kota,,,Juara 2,,
21594,Nasional,,,Medali Perak,,
21595,,,,,,
21596,,,,,,
21597,Internasional,,,,,
21598,Propinsi,,,,,
21599,,,,,,
21600,Nasional,Nasional,,,,
21601,Nasional,Nasional,Nasional,,,Medali Perak
21602,,,,,,
21604,,,,,,
21606,Nasional,Kabupaten/Kota,Kabupaten/Kota,Juara 3,Juara 3,Juara 3
21608,,,,,,
21611,,,,,,
21612,Kabupaten/Kota,,,Juara 2,,
21613,,,,,,
21614,,,,,,
21615,,,,,,
21616,Kabupaten/Kota,Propinsi,Nasional,Juara 2,Juara 1,
21618,Nasional,Kabupaten/Kota,Kabupaten/Kota,,,
21619,Propinsi,Propinsi,,Juara 2,,
21620,,,,,,
21622,Nasional,,,,,
21623,Nasional,Nasional,Nasional,,,
21624,,,,,,
21625,Propinsi,Kabupaten/Kota,,Juara 2,Juara 2,
21626,Kabupaten/Kota,,,Juara 3,,
21627,Nasional,,,Juara 3,,
21628,,,,,,
21630,,,,,,
21632,Nasional,Nasional,Nasional,Juara 1,Juara 2,Juara 3
21633,,,,,,
21634,Nasional,,,,,
21636,Internasional,,,Medali Emas,,
21639,Nasional,,,,,
21640,Internasional,,,Medali Perunggu,,
21645,Nasional,Propinsi,Nasional,Juara 3,Juara 2,
21648,,,,,,
21649,Kabupaten/Kota,Nasional,Nasional,Juara 1,Juara 1,
21650,Propinsi,Kabupaten/Kota,,Juara 1,Juara 3,
21651,,,,,,
21654,Nasional,,,,,
21656,,,,,,
21659,Kabupaten/Kota,,,Juara 1,,
21660,Nasional,Propinsi,Nasional,,,Medali Perunggu
21662,,,,,,
21668,Nasional,Nasional,,,,
21674,,,,,,
21675,,,,,,
21676,Nasional,Nasional,Nasional,Juara 3,Juara 1,Juara 2
21677,Nasional,,,Juara 1,,
21679,,,,,,
21681,,,,,,
21682,,Nasional,Kabupaten/Kota,,,Juara 1
21683,Nasional,Nasional,,,,
21684,,,,,,
21685,Nasional,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,
21686,Nasional,Nasional,Nasional,,,
21687,,,,,,
21691,,,,,,
21693,,,,,,
21697,,,,,,
21699,,,,,,
21700,,,,,,
21701,,,,,,
21702,,,,,,
21703,,,,,,
21704,Nasional,Kabupaten/Kota,Propinsi,,,
21706,,,,,,
21711,,,,,,
21712,Nasional,Nasional,Nasional,Medali Emas,,Medali Perunggu
21713,Internasional,Nasional,Internasional,Medali Emas,,
21714,Internasional,Internasional,,Juara 2,Juara 3,
21715,Nasional,Nasional,Nasional,,,
21716,,,,,,
21719,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,,Juara 1
21721,Propinsi,Nasional,Kabupaten/Kota,Juara 2,,Juara 2
21723,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
21724,Kabupaten/Kota,,,Juara 1,,
21729,,,,,,
21731,,,,,,
21733,,,,,,
21735,,,,,,
21736,Nasional,Nasional,Nasional,,,
21738,,,,,,
21739,,,,,,
21740,Nasional,Nasional,Nasional,Medali Perak,Medali Perak,Medali Perunggu
21742,Nasional,Propinsi,,Juara 2,Juara 3,
21743,Nasional,Nasional,Nasional,Medali Emas,,
21744,,,,,,
21747,,,,,,
21748,,,,,,
21749,,,,,,
21751,Nasional,Nasional,Nasional,Juara 3,,
21754,Kabupaten/Kota,,,Juara 2,,
21756,Nasional,Nasional,Nasional,Juara 2,,
21760,,,,,,
21762,Nasional,Nasional,Nasional,,,
21765,Propinsi,Propinsi,Propinsi,Juara 1,Juara 1,Juara 2
21766,,,,,,
21767,Nasional,Nasional,Nasional,,,
21769,,,,,,
21770,,,,,,
21771,Kabupaten/Kota,,,Juara 3,,
21772,Nasional,Nasional,Nasional,Juara 2,,
21773,Propinsi,,,,,
21774,Nasional,Internasional,Internasional,Juara 3,,
21775,,,,,,
21776,,,,,,
21777,,,,,,
21780,Nasional,Propinsi,Propinsi,,Juara 1,Juara 2
21782,Nasional,Nasional,,,,
21783,,,,,,
21786,Kabupaten/Kota,Nasional,Nasional,,,
21788,,,,,,
21791,,,,,,
21792,,,,,,
21793,,,,,,
21795,Nasional,Nasional,Nasional,,,
21796,Kabupaten/Kota,Internasional,Internasional,,,
21798,Nasional,Nasional,,,,
21800,,,,,,
21801,Nasional,Nasional,Kabupaten/Kota,Juara 1,Juara 1,Juara 2
21802,,,,,,
21803,Kabupaten/Kota,,,,,
21804,,,,,,
21805,Nasional,Nasional,Nasional,Juara 2,,
21807,,,,,,
21811,Nasional,Nasional,Nasional,,,
21814,,,,,,
21815,,,,,,
21817,Nasional,Kabupaten/Kota,,Juara 2,,
21818,Propinsi,,,,,
21820,,,,,,
21822,Internasional,,,,,
21823,,,,,,
21824,,,,,,
21825,,,,,,
21826,,,,,,
21828,,,,,,
21829,Kabupaten/Kota,Nasional,Nasional,Juara 3,Medali Perak,
21830,Propinsi,Propinsi,Propinsi,Juara 2,Juara 1,
21831,Nasional,Nasional,Nasional,Juara 2,Juara 2,Juara 2
21832,Propinsi,Propinsi,Propinsi,Juara 1,Juara 2,Juara 2
21833,,,,,,
21834,Nasional,Nasional,,Medali Perak,Medali Emas,
21835,,,,,,
21838,Kabupaten/Kota,,,,,
21841,Nasional,Nasional,,,,
21843,Nasional,,,,,
21844,Nasional,Kabupaten/Kota,Propinsi,Juara 1,Juara 3,
21845,,,,,,
21847,Kabupaten/Kota,Nasional,,,,
21848,Propinsi,,,,,
21849,Nasional,,,Medali Perunggu,,
21850,Kabupaten/Kota,,,Juara 1,,
21851,Nasional,Kabupaten/Kota,Nasional,,,Medali Perunggu
21852,Nasional,Nasional,Internasional,Medali Perak,Medali Perunggu,
21853,,,,,,
21857,,,,,,
21861,,,,,,
21862,Nasional,Propinsi,Kabupaten/Kota,Juara 3,Juara 1,Juara 2
21863,,,,,,
21866,,,,,,
21869,,,,,,
21882,,,,,,
21883,Kabupaten/Kota,Propinsi,,Juara 1,,
21884,,,,,,
21886,Internasional,Kabupaten/Kota,Nasional,,,
21887,Nasional,Propinsi,Kabupaten/Kota,,,
21889,,,,,,
21890,,,,,,
21892,,,,,,
21893,Internasional,Internasional,Nasional,Medali Emas,Medali Emas,Medali Emas
21896,,,,,,
21897,,,,,,
21898,,,,,,
21899,Nasional,Nasional,Nasional,,,
21900,Propinsi,Nasional,Internasional,,Juara 1,
21902,,,,,,
21903,,,,,,
21905,Nasional,Nasional,,Medali Perunggu,Medali Perunggu,
21907,Internasional,Internasional,Nasional,,,
21908,Kabupaten/Kota,,,Juara 3,,
21911,,,,,,
21913,Nasional,,,,,
21914,Internasional,,,Medali Perunggu,,
21915,Internasional,,,Juara 1,,
21916,Nasional,Nasional,Nasional,,,
21917,Nasional,,,,,
21920,,,,,,
21921,Propinsi,,,Juara 3,,
21922,,,,,,
21923,,,,,,
21926,,,,,,
21928,Nasional,Nasional,Nasional,,Medali Perak,Medali Perunggu
21929,Kabupaten/Kota,Kabupaten/Kota,,,,
21931,,,,,,
21932,Nasional,Nasional,Nasional,,,
21933,,,,,,
21934,Nasional,,,,,
21936,Nasional,Nasional,,Juara 1,Medali Emas,
21940,Internasional,,,Juara 2,,
21941,,,,,,
21942,Nasional,,,,,
21943,,,,,,
21944,,,,,,
21945,,,,,,
21946,,,,,,
21947,,,,,,
21948,,,,,,
21949,,,,,,
21951,Propinsi,Nasional,Internasional,,Juara 3,Medali Perunggu
21953,Nasional,,,,,
21955,Propinsi,Nasional,,Juara 2,,
21958,,,,,,
21959,,,,,,
21960,,,,,,
21962,,,,,,
21964,,,,,,
21965,Nasional,Nasional,Nasional,,Medali Perak,
21966,,,,,,
21970,,,,,,
21972,,,,,,
21976,Nasional,Nasional,Nasional,Juara 1,,
21977,Kabupaten/Kota,Propinsi,Kabupaten/Kota,Juara 1,,
21978,,,,,,
21980,Kabupaten/Kota,,,,,
21982,,,,,,
21984,,,,,,
21985,Nasional,Nasional,Nasional,Medali Emas,,Medali Perunggu
21986,Nasional,,,,,
21989,,,,,,
21990,,,,,,
21991,Nasional,Nasional,Nasional,Juara 1,,
21992,,,,,,
21994,Nasional,Nasional,Nasional,,,
21995,Nasional,Nasional,Nasional,,,
21996,Nasional,Nasional,,,,
21999,Kabupaten/Kota,Nasional,Nasional,Juara 2,,
22000,,,,,,
22002,Internasional,,,,,
22003,Nasional,,,Juara 2,,
22007,,,,,,
22010,,,,,,
22011,,,,,,
22012,,,,,,
22013,,,,,,
22015,,,,,,
22016,,,,,,
22017,Nasional,,,Juara 1,,
22018,,,,,,
22019,Internasional,Kabupaten/Kota,Nasional,,Juara 3,
22021,Nasional,Nasional,Nasional,,,
22023,,,,,,
22024,Nasional,Nasional,Nasional,Juara 1,Juara 2,Juara 1
22026,Nasional,,,,,
22027,Nasional,Nasional,Nasional,,,
22028,,,,,,
22030,Nasional,Propinsi,,Juara 2,,
22031,,,,,,
22032,Kabupaten/Kota,,,Juara 3,,
22034,Propinsi,,,,,
22035,Kabupaten/Kota,,,,,
22036,,,,,,
22037,,,,,,
22038,Nasional,Nasional,,Medali Emas,Medali Perak,
22039,Nasional,Nasional,,Medali Perak,,
22040,Nasional,,,,,
22041,,,,,,
22042,,,,,,
22043,,,,,,
22044,,,,,,
22045,,,,,,
22046,,,,,,
22047,,,,,,
22048,Nasional,Nasional,Nasional,,Medali Emas,Medali Emas
22050,Kabupaten/Kota,,,Juara 1,,
22053,Nasional,Nasional,,Medali Emas,Medali Emas,
22054,Nasional,Nasional,,,,
22055,,,,,,
22056,Nasional,Nasional,Kabupaten/Kota,Juara 1,Juara 1,Juara 3
22057,,,,,,
22058,,,,,,
22059,Nasional,,,,,
22060,,,,,,
22064,Nasional,Nasional,,Juara 3,,
22065,Propinsi,,,,,
22067,,,,,,
22070,,,,,,
22072,Nasional,Nasional,Internasional,,,
22077,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,,
22078,Nasional,Internasional,Propinsi,Medali Perak,,
22079,,,,,,
22082,,,,,,
22084,Kabupaten/Kota,,,,,
22087,Nasional,,,Medali Perak,,
22088,,,,,,
22092,,,,,,
22093,Nasional,,,,,
22094,Propinsi,Kabupaten/Kota,,,,
22095,,,,,,
22096,Nasional,Nasional,,Medali Emas,Medali Perak,
22097,Nasional,Nasional,Nasional,,Medali Emas,
22098,Kabupaten/Kota,,,Juara 2,,
22099,,,,,,
22100,,,,,,
22101,,,,,,
22102,Propinsi,Propinsi,Nasional,Juara 1,,
22103,,,,,,
22106,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 1,Juara 1,
22107,Nasional,Nasional,Nasional,,,
22108,,,,,,
22110,Internasional,,,,,
22111,,,,,,
22114,Internasional,,,,,
22116,,,,,,
22117,,,,,,
22118,Nasional,Nasional,Nasional,,,
22119,Nasional,Nasional,Propinsi,,,
22120,Nasional,Nasional,Nasional,,Juara 2,
22121,,,,,,
22124,,,,,,
22125,Nasional,,,,,
22127,,,,,,
22129,,,,,,
22131,Nasional,Nasional,Nasional,Juara 2,,
22132,,,,,,
22133,,,,,,
22134,Nasional,Nasional,Nasional,Juara 3,,
22135,Nasional,Kabupaten/Kota,Nasional,,Juara 2,Juara 3
22136,Internasional,Nasional,Nasional,,,
22138,Nasional,Nasional,Nasional,,,Medali Emas
22140,Kabupaten/Kota,Nasional,,Juara 1,,
22141,Internasional,Internasional,Nasional,Medali Emas,Medali Perunggu,Medali Emas
22142,,,,,,
22143,,,,,,
22145,,,,,,
22146,,,,,,
22149,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,,
22150,Propinsi,,,,,
22151,,,,,,
22152,,,,,,
22153,Kabupaten/Kota,Nasional,,Juara 1,,
22155,,,,,,
22156,,,,,,
22158,,,,,,
22159,Nasional,Nasional,Propinsi,Juara 2,,
22161,,,,,,
22164,,,,,,
22165,,,,,,
22166,,,,,,
22167,,,,,,
22170,,,,,,
22171,,,,,,
22172,,,,,,
22174,,,,,,
22175,,,,,,
22176,Nasional,,,Medali Perak,,
22177,,,,,,
22178,Nasional,,,,,
22179,Nasional,,,,,
22180,,,,,,
22185,,,,,,
22186,,,,,,
22187,Propinsi,,,,,
22189,,,,,,
22190,,,,,,
22191,Nasional,Nasional,Nasional,Medali Emas,,Medali Perak
22192,Nasional,Nasional,,,,
22193,Propinsi,Nasional,,,Medali Perunggu,
22194,,,,,,
22195,Kabupaten/Kota,,,,,
22196,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 2,Juara 3
22198,,,,,,
22199,Nasional,,,Medali Perunggu,,
22200,,,,,,
22201,Internasional,Nasional,Nasional,Medali Perak,,Medali Perak
22203,,,,,,
22204,Nasional,Kabupaten/Kota,,,,
22206,Kabupaten/Kota,,,,,
22208,Propinsi,Nasional,Nasional,Juara 2,,
22209,,,,,,
22211,Propinsi,,,Juara 1,,
22213,Nasional,Nasional,Nasional,Medali Perunggu,Medali Perak,Medali Perak
22214,Nasional,Nasional,,,,
22215,Nasional,,,,,
22216,Nasional,Nasional,,Medali Emas,Medali Perunggu,
22217,Kabupaten/Kota,,,,,
22218,,,,,,
22220,Nasional,,,,,
22221,Kabupaten/Kota,Nasional,Internasional,,,
22223,Nasional,,,,,
22224,Kabupaten/Kota,Propinsi,,Juara 1,,
22225,,,,,,
22228,Internasional,,,,,
22229,,,,,,
22231,Propinsi,,,Juara 3,,
22233,,,,,,
22234,,,,,,
22235,,,,,,
22236,Internasional,Internasional,Nasional,Medali Emas,Medali Emas,Medali Perunggu
22239,,,,,,
22242,,,,,,
22243,,,,,,
22244,Propinsi,Propinsi,Propinsi,Juara 1,,
22246,Nasional,,,,,
22248,,,,,,
22250,,,,,,
22251,Propinsi,Nasional,Nasional,Juara 2,Medali Emas,
22252,,,,,,
22253,,,,,,
22254,,,,,,
22255,,,,,,
22258,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Medali Perunggu
22259,,,,,,
22261,Nasional,Kabupaten/Kota,,Juara 1,Juara 2,
22262,Kabupaten/Kota,,,Juara 2,,
22263,,,,,,
22265,Nasional,,,,,
22267,,,,,,
22269,Kabupaten/Kota,Nasional,Nasional,,,
22272,,,,,,
22273,,,,,,
22274,,,,,,
22276,Nasional,Propinsi,Kabupaten/Kota,,,Juara 2
22279,,,,,,
22280,Kabupaten/Kota,Nasional,Nasional,,,
22282,,,,,,
22284,,,,,,
22285,,,,,,
22286,,,,,,
22287,Nasional,Nasional,Internasional,,,
22288,,,,,,
22289,,,,,,
22290,Nasional,Nasional,Nasional,Juara 3,Juara 3,
22291,,,,,,
22295,,,,,,
22296,,,,,,
22302,,,,,,
22303,,,,,,
22304,,,,,,
22306,,,,,,
22307,,,,,,
22308,,,,,,
22309,Nasional,Propinsi,,,Juara 3,
22310,Kabupaten/Kota,Propinsi,,Juara 1,,
22311,Nasional,,,Juara 2,,
22313,Nasional,Nasional,Nasional,Medali Perunggu,Medali Perak,Medali Perak
22314,Propinsi,Kabupaten/Kota,,Juara 3,Juara 2,
22315,Kabupaten/Kota,Nasional,Nasional,Juara 2,,
22317,,,,,,
22319,,,,,,
22321,Nasional,Nasional,,,,
22322,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 1,Juara 2,
22323,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 2,
22324,,,,,,
22326,Nasional,Nasional,Nasional,,,
22327,Nasional,,,,,
22328,Nasional,,,,,
22329,Nasional,Nasional,Nasional,Juara 2,,
22330,Nasional,Nasional,Nasional,,Medali Emas,
22331,,,,,,
22332,Nasional,,,,,
22333,Internasional,,,,,
22334,Internasional,,,,,
22335,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
22336,Nasional,Propinsi,Propinsi,Medali Perunggu,Juara 3,
22337,Nasional,Nasional,,,,
22338,Kabupaten/Kota,,,Juara 1,,
22339,,,,,,
22340,Nasional,Nasional,,,,
22344,Nasional,Nasional,Kabupaten/Kota,Medali Perak,,Juara 2
22345,,,,,,
22347,Nasional,,,Juara 3,,
22348,Kabupaten/Kota,Kabupaten/Kota,Nasional,,Juara 2,
22349,Propinsi,Nasional,Nasional,Juara 2,,
22350,Nasional,Nasional,Nasional,,,
22351,,,,,,
22352,,,,,,
22353,Nasional,Nasional,,,,
22355,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 3,Juara 2
22356,,,,,,
22358,,,,,,
22359,,,,,,
22360,Nasional,Nasional,Nasional,,Medali Perunggu,Medali Emas
22361,Nasional,Nasional,Nasional,Juara 3,,
22362,Nasional,,,,,
22364,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Perak
22365,,,,,,
22366,,,,,,
22367,Nasional,Nasional,Nasional,,,
22368,Nasional,,,,,
22369,,,,,,
22371,Nasional,Propinsi,Kabupaten/Kota,,Juara 1,Juara 2
22373,Nasional,,,,,
22374,Nasional,Nasional,Nasional,Juara 3,,
22377,,,,,,
22378,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
22383,Internasional,Nasional,,,,
22384,Nasional,Kabupaten/Kota,,,,
22385,,,,,,
22387,,,,,,
22388,Nasional,Nasional,,,,
22389,,,,,,
22390,Nasional,Kabupaten/Kota,Nasional,Juara 3,,
22391,,,,,,
22393,Nasional,Internasional,Nasional,,,
22397,Internasional,Nasional,Nasional,Juara 3,,
22398,,,,,,
22401,,,,,,
22402,Nasional,Nasional,Kabupaten/Kota,Juara 3,,Juara 2
22403,Nasional,Kabupaten/Kota,,,,
22405,,,,,,
22406,,,,,,
22407,,,,,,
22408,Nasional,,,,,
22410,,,,,,
22413,Kabupaten/Kota,,,,,
22415,,,,,,
22419,,,,,,
22421,,,,,,
22422,,,,,,
22423,,,,,,
22424,,,,,,
22430,Propinsi,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 1,Juara 3
22432,,,,,,
22433,,,,,,
22434,Nasional,,,Juara 2,,
22435,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,Juara 2,
22436,,,,,,
22437,,,,,,
22438,Nasional,Nasional,,Medali Emas,Medali Perak,
22439,,,,,,
22441,,,,,,
22442,Internasional,Nasional,Nasional,,Medali Emas,Medali Emas
22444,,,,,,
22447,,,,,,
22448,Kabupaten/Kota,Nasional,,,,
22449,,,,,,
22452,Nasional,Nasional,,,,
22453,Internasional,Internasional,Nasional,Juara 1,,Juara 1
22454,,,,,,
22461,Propinsi,Nasional,Kabupaten/Kota,,,
22465,,,,,,
22466,,,,,,
22467,Kabupaten/Kota,Nasional,Nasional,Juara 1,,
22468,Kabupaten/Kota,Kabupaten/Kota,,,,
22471,Nasional,,,,,
22472,Nasional,,,,,
22473,,,,,,
22474,,,,,,
22475,,,,,,
22477,,,,,,
22478,Nasional,,,Juara 2,,
22481,,,,,,
22485,Nasional,Nasional,,,,
22486,,,,,,
22487,,,,,,
22488,,,,,,
22490,Propinsi,Propinsi,Propinsi,Juara 1,,
22491,,,,,,
22492,Nasional,Nasional,,,,
22495,Nasional,Nasional,,,,
22496,,,,,,
22497,Kabupaten/Kota,Propinsi,Kabupaten/Kota,Juara 2,,
22498,,,,,,
22499,,,,,,
22500,Nasional,,,Medali Perak,,
22501,,,,,,
22502,Nasional,Nasional,,,,
22503,Kabupaten/Kota,Propinsi,Propinsi,Juara 2,Juara 1,Juara 1
22505,,,,,,
22506,Nasional,Nasional,,,,
22507,,,,,,
22509,,,,,,
22510,,,,,,
22512,,,,,,
22513,Nasional,Nasional,Nasional,Juara 2,Juara 1,Juara 1
22514,,,,,,
22515,Kabupaten/Kota,Nasional,Nasional,Juara 3,Medali Perunggu,Medali Perak
22516,Nasional,Nasional,Nasional,,,
22517,,,,,,
22519,,,,,,
22520,Propinsi,Kabupaten/Kota,,Juara 2,Juara 2,
22521,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 1,Juara 3,
22522,Nasional,Nasional,,Juara 3,,
22523,Nasional,,,,,
22524,Nasional,Nasional,Nasional,Juara 1,Juara 1,
22525,,,,,,
22526,,,,,,
22527,,,,,,
22530,,,,,,
22531,Kabupaten/Kota,Nasional,,,,
22532,,,,,,
22533,,,,,,
22534,Kabupaten/Kota,Nasional,Nasional,,Medali Perunggu,Medali Perak
22536,Nasional,Propinsi,,,,
22537,Nasional,Nasional,Nasional,,,
22538,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,
22539,,,,,,
22543,,,,,,
22545,Nasional,Kabupaten/Kota,Kabupaten/Kota,,,
22549,,,,,,
22550,Internasional,Internasional,Internasional,Medali Emas,Medali Emas,Medali Perak
22552,Kabupaten/Kota,,,,,
22556,,,,,,
22557,Propinsi,Propinsi,,,,
22558,Nasional,Nasional,,Juara 2,Juara 1,
22560,,,,,,
22561,Kabupaten/Kota,,,Juara 3,,
22563,Nasional,Nasional,Nasional,,,
22566,,,,,,
